analysis_label,antipattern,eligible_source_role,repository,eligible_files,flags,flagged_files,percent_eligible_files_flagged,flags_per_100_eligible_files,flags_per_flagged_file
Rounding Errors [generated schema],Rounding Errors,generated schema,RuslanAndrianov/Backend-Java-Tinkoff-Spring-2024,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,RuslanHkmoff/java-backend-course,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,SOmegaS/financial-tracker,1,1,1,100.000000,100.000000,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,Saiyan1/tl-challenge,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,SavageSyrop/VK-courses,14,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,ShaDi777/java-course-2024-backend,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,ShakurDmitrii/inline,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,SightStudio/blog-code,16,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,SleepwalkerPasha/egorov_pa_project,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,SlideHehe/java-backend-course-2,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,SmallWorlds-Forever/sw-streaming,72,54,9,12.500000,75.000000,6.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,SoylentBob/jooq-mock,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Space27/JavaBackendSpring,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Stasik371/LinkTrackingBot,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,StubbornJava/StubbornJava,7,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Stumpwiz/mrradb,5,2,2,40.000000,40.000000,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,Subtelny/DGCraft,6,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,TaitoUnited/full-stack-template,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,TerraByteDev/SkyFactionsReborn,13,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,TheLQ/forum-scraper,8,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Thee5176/SpringBoot_CQRS_Command,5,1,1,20.000000,20.000000,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,Thee5176/SpringBoot_CQRS_Query,5,1,1,20.000000,20.000000,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,Thulasidharreddy/task-service,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Tiltuem/tinkoff-java-course-2024,6,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,TivM/Tinkoff-Project,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Tosin-dotcom/notez-backend,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,TovarischZhukov/jooq_example,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,TranNgocKhoa/play-framework-java-jooq-example,6,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,TunixR/HarmonyAPI,25,2,2,8.000000,8.000000,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,UKEIAM/de.uke.iam.parkinson_on_fhir,10,6,3,30.000000,60.000000,2.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,UniCodeProjects/AmusementParkDB,21,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Unite-Organisation/Unite,22,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,VadymOselskyi/airlines-booking,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,VictorGalkevich/LinkScrapper,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,ViktoriaGub/Object-oriented-programming-systems,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,VladimirMorozov/orm-playground,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,VoroninEgor/TgBot-LinkTracker,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Wani4ka/tcs-edu-task,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,WolfOfBad/TinkoffJavaCourse2024,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,YaroslavChetskiy/tinkoff_course_backend_part,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Yer12/tastamat,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,YuliaKrav/WebContentUpdateService,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Yuno-obsessed/jodrive,13,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,ZanottiMatteo/BGTransports,10,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,ZebdaYacine/demofx,14,2,2,14.285714,14.285714,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,ZsgsDesign/openvsx,18,1,1,5.555556,5.555556,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,ZwierzchowskiM/Client-Server,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,aabarmin/telegram-bots,7,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,aahlenst/jOOQ-mcve-json-quoting,7,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,aceton41k/java-test-framework,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,activej/activej,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,aerius/emission-service,90,34,18,20.000000,37.777778,1.888889
Rounding Errors [generated schema],Rounding Errors,generated schema,agibalov/java-library-experiments,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,akozitsin-hh/hh-jooq-intro,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,aleckbb/tracking-bot,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,aleksseii/TradingOperations,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,alexxiuccia/TrackMe,7,4,2,28.571429,57.142857,2.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,alipay/container-auto-tune,45,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,alpa011235/sandbox,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,altusea/wpg,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,alvin-qh/study-java,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,amalrajvinoth/jooq-optimistic-locking,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,anpol84/java-course-2024,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,anyamilichenko/soa,6,2,2,33.333333,33.333333,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,aplygen/j13n-saas,6,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,arhostcode/linktracker,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,arijit98/RestaurentManagementService,4,2,2,50.000000,50.000000,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,arnaudroger/SimpleFlatMapper,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,artemius39/java-backend-2024,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,articles-simbirsoft/JOOQ-use-in-testing,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,artseroff/link-tracker,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,atolcd/sdis-remocra,394,27,9,2.284264,6.852792,3.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,atomfrede/javaland-2022-karate-workshop,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,auliardana/Java-orm-jooq,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,averbraeck/gamedata-common,38,6,3,7.894737,15.789474,2.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,averbraeck/housinggame-common,31,7,5,16.129032,22.580645,1.400000
Rounding Errors [generated schema],Rounding Errors,generated schema,averbraeck/trustgame,20,3,3,15.000000,15.000000,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,averbraeck/trustgame-register,20,3,3,15.000000,15.000000,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,averbraeck/trustgame-scores,20,3,3,15.000000,15.000000,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,aws-observability/aws-otel-playground,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,aytdm/study,3,4,2,66.666667,133.333333,2.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,badgerwithagun/async-all-the-way-down,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,balazskrizsan/stackjudge_aws_java,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,beargiles/youtube-dojo,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,bennofs/wdumper,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,bharat-chaudhari-0302/spring-jooq-gradle-plugin,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,bifidok/TinkoffBackend,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,bigseized/TinkoffCourseJava2024,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,blueoceandevops/fleet-spring-boot,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,boogiespook/waltz-test,88,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,boomzin/dbservice,10,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,bootique-examples/bootique-jooq-examples,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,borjom1/cloud-nest,10,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,brianbcampbell/z_beast-product-catalog,3,1,1,33.333333,33.333333,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,brody-0125/The-Joy-Of-Java,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,bsi-software/ScoutJooq,26,1,1,3.846154,3.846154,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,btpka3/btpka3.github.com,240,5,3,1.250000,2.083333,1.666667
Rounding Errors [generated schema],Rounding Errors,generated schema,buster/acmemusic,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,c00ler/transfer-service,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,cardano-foundation/cardano-rosetta-java,22,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,catsloveme/telegram-bot,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,chriswininger/ai-document-query-system,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,clearflask/clearflask,11,1,1,9.090909,9.090909,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,cn-src/snippets-java,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,coduction/famulex,54,13,8,14.814815,24.074074,1.625000
Rounding Errors [generated schema],Rounding Errors,generated schema,constZhur/tinkoff-backend-course-2024,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,cooder-org/jooq-mate,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,corradomio/java_projects,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,crate/cratedb-examples,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,crick77/usrbilancio,20,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,crunchykillah/rest_api_springmvc,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,cyberpunkoff/tracktor,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,cycastic-cumberland/libmanage-backend,11,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,danmofo/fitness-tracker-app,7,2,2,28.571429,28.571429,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,dbist/cockroach-docker,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,deepakborania/revolut-backend-task,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,dehasi/ppp-of-ddd,2,4,2,100.000000,200.000000,2.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,derabbink/sws2,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,devstronomy/nasa-data-scraper,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,dianainya/platform-backend,15,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,diocorrea/imagewrapper,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,djma/play-stack,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,dndanoff/spring-boot-unit-integration-test-example,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,dominikjaniga91/system-design-interview-projects,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,dreamPis/oauth,6,0,0,0.000000,0.000000,
