analysis_label,antipattern,eligible_source_role,repository,eligible_files,flags,flagged_files,percent_eligible_files_flagged,flags_per_100_eligible_files,flags_per_flagged_file
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,therepanic/hr-masters-service,3,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,therepanic/lapayment-crypto-pay-system,6,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,therepanic/lapayment-crypto-payment-system-microservices,14,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,therepanic/trustwin-casino-project,22,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,theronielanddaronpodcastshow/svja,20,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,thomascherickal/hedera-stable-coin,23,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,tmtsoftware/aps-procedure-read-benchmarking,2,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,toannv6895/searchable,7,2,1,14.285714,28.571429,2.000000
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,truonghq99/adam-project,2,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,tsemkaloalena-mirea/vk_education,21,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,tsoyolv/transfer-money,4,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,tw-bc-group/tw-wallet-backend,17,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,tyomamatrosov/MatrosovAS,2,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,uianz/webflux-jooq-r2dbc-starter,1,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,ultrapotato69/genealogy-back,5,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,unlessiamwrong/Tinkoff-Java-course-2,9,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,uptosmth/chronos,11,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,utfunderscore/buildformat,3,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,uvuv-643/Service_Oriented_Architecture,6,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,vbandurin7/update-listener-bot,6,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,vendelieu/spring-template,0,0,0,,,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,vinniec4/fantasy-football,4,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,vkuzel/Quantum-Leap,56,1,1,1.785714,1.785714,1.000000
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,vladislav77777/java-backend-course,6,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,voidframework/voidframework,7,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,volvas/courses,5,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,vran-dev/databasir,142,15,9,6.338028,10.563380,1.666667
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,warhog/fpvlaptracker,7,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,waydxd/COMP3111-Project,8,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,wbprime/java-mods,11,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,web3brothers/aleo-network-info,2,1,1,50.000000,50.000000,1.000000
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,whizvox/wsite,6,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,whxu215/jooq-springboot-example-junit,8,1,1,12.500000,12.500000,1.000000
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,wuda0112/foundation,18,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,wuhunyu/jooq-transaction,3,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,wujihulian/filesbox,59,25,11,18.644068,42.372881,2.272727
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,xGodness/service-oriented-architecture,9,3,1,11.111111,33.333333,3.000000
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,xJade00/TavernMaid,10,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,xdnw/Diplocutus,30,1,1,3.333333,3.333333,1.000000
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,xdnw/locutus,47,7,2,4.255319,14.893617,3.500000
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,xinxiamu/mu-spring-boot-sample,17,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,xnelo/filearch,8,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,yangjinguang/i-share-server,50,1,1,2.000000,2.000000,1.000000
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,yaowei-u/kafka,4,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,ydb-platform/ydb-java-dialects,185,1,1,0.540541,0.540541,1.000000
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,ydeng11/Minance,19,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,yichunzhao/jooq-dao,2,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,yihaozhong/BuyUp,5,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,yilmazorhan/smallapps.tips,4,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,yiminyangguang520/Java-Learning,24,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,young0264/jungsuri,12,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,youngzil/quickstart-database,6,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,yuizho/spring-sandbox,1,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,yuzhongyousida/zipkin,39,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,zangzang/java-test,16,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,zero-ws/zero-ecotope,457,2,2,0.437637,0.437637,1.000000
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,zhengqingya/java-workspace,10,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,zhengzizhe/agent_demo,35,1,1,2.857143,2.857143,1.000000
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,zhouzhaodong/springboot,4,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,zhuyb0614/graph-batis,10,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,zigzag191/java-backend-course-2024,6,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,zjxkenshine/codedemo,23,0,0,0.000000,0.000000,
Poor Man's Search Engine [application/query source],Poor Man's Search Engine,application/query source,zodac-personal/folding-stats,6,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,4el1k/Spring-Api-Hibernate-JOOQ,6,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,66xc1/lazy-punch,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,ABCLV/ABLV_IngSW,15,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,APSfurizon/fz-backend,19,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,AWS-Cloud-Community-LPU/mailing-service,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,AffectedArc07/ParaUtil,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,AisleiAvila/empresa,8,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,AkaLrz/E-commercial-Platfrom,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,AlexSpeal/Tracking-Bot,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Alexandr-Kokorin/JavaCourse2024,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,AlexzTj/p2p,2,2,2,100.000000,100.000000,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,AlphaFoxz/oneboot,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,AnastasiaPleshkova/tnkf-tracker,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,AndrewSalygin/LinkTracker-Tinkoff,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Andrey582/NotificationBot,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Ani512/online-tutoring-app-backend,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,AntonioRusan/LinkTracker,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Apress/beginning-jooq,24,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Apress/pro-spring-6,8,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,AprilHan1992/fleet-spring-boot,33,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,ArcaHozota/nasb1995edv3,10,1,1,10.000000,10.000000,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,Arden30/TinkoffJavaBackendSpring23-24,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,AtroposBot/Atropos,10,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Atsushi68/trunk,18,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Ayazkins/Java-Tinkoff-sem-2,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,BRP-API/brp-api-gezag,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,BenMAPCE/BenCloudServer,181,32,18,9.944751,17.679558,1.777778
Rounding Errors [generated schema],Rounding Errors,generated schema,BinaryIgor/tools-and-templates,7,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Blackdread/rest-filter,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,BlakieSL/SpringJOOQ_DAO,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,BluBluBlaBla/vidsummize,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,BogBond2000/Itmo_labs,2,2,1,50.000000,100.000000,2.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,BorisovAlexspb/Update_tracker_bot,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Bruh3509/updates-tracker,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,BuchnevDmitry/LinkTracker,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,BudgetingWebsite/Backend,4,1,1,25.000000,25.000000,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,CaXaPCMeDoM/tinkoff-java-course-2024-backend,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,CaptainCluster/data_intensive_assignment_3,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,CatOrLeader/Tinkoff_Link_Tracker,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,ChatCode9/ChatCode-backend,31,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Claydelas/dashboard-fx,5,8,3,60.000000,160.000000,2.666667
Rounding Errors [generated schema],Rounding Errors,generated schema,D-Muscipula/tinkoff-java-backend-link-tracker-project,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,DanieleGotti/MED,11,1,1,9.090909,9.090909,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,Daniil-Vl/link-tracker,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Daniil4639/Tinkoff_Repository_2,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,DanjiTalk/danji-talk-backend,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Dankoy/jforwarder,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,DarplexDev/darplex-java,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,DavidJi80/springboot,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,DiSSCo/dissco-core-annotation-processing-service,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,DiSSCo/dissco-core-backend,6,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,DiSSCo/dissco-core-digital-specimen-processor,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,DiSSCo/dissco-core-translator,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,DiSSCo/dissco-data-exporter-backend,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,DiamondArt/Java-jooq,6,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,DmitriyKosolobov/java-course-2024-backend,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,DrBrother/notification-system,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,DragomiroiuStefan/rideshare,8,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Drewbie18/spring-rest,7,4,2,28.571429,57.142857,2.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,E1psycongr00/STUDY_REFERENCE,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,E1psycongr00/study_jooq_codegen_with_flyway_jpa,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,EHRoute/EHR-Route,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Efler/microservice-data-bus,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Efler/telegram-scrapper-bot,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Eliorika/tinkoff-java-backend,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Emented/webLab3,1,3,1,100.000000,300.000000,3.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,EngineDevOps2/programming-todolist-fullstack,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,EuphoriaV/UpdateMonitoringBot,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,FOKO-KENMOGNE-Wilfried/siggeac_prototype,14,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,FeKom/lab-ecommerce,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,FeldmannJR/constellation-common,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,FeldmannJR/redstonegang,36,11,4,11.111111,30.555556,2.750000
Rounding Errors [generated schema],Rounding Errors,generated schema,Fics3/tink_java_backend_course_spring,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,FilippoBolis/MED_Progetto_Ing_Software_23_24,9,1,1,11.111111,11.111111,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,FrankChen021/bithon,19,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,FrankChen021/bithon-demo,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,GAIM-Tech-OM/killbill-ompay-plugin,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Gabriele-Mazzoleni/SmarTrip,3,2,1,33.333333,66.666667,2.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,Garrettc96/cacophony,11,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Geomatys/examind-community,50,6,4,8.000000,12.000000,1.500000
Rounding Errors [generated schema],Rounding Errors,generated schema,GeorgyDemidenkov/DemidenkovGD_Y-234_2kurs2sem,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Grigalgol/vk_education_hm6,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,GyrosOfWar/imagehive,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,HSLdevcom/jore4-jore3-importer,80,4,4,5.000000,5.000000,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,Hamednallah/Basariat-POS,28,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Hamednallah/Market-POS,0,0,0,,,
Rounding Errors [generated schema],Rounding Errors,generated schema,Hellblazer/quantum-db,10,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Hixon10/spring-boot-security,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,HoZanDung/ho-workflow,44,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Hogeyama/try-java,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,IAGrig/link-updates-notifier,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,IlyaAbramovv/UpdatesAnnouncer,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,IvanShabunin379/java-course-2024,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,JGMelon22/ListDemoJava,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,JacobLewandowskiDev/GwentMMO-Backend,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,JakeMathews/recommendation-engine,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,JixinZhang19/Online-Shopping-System-for-Black-Friday,8,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,JohannesRabauer/hibernate-vs-jooq,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Jominjong/mjjo-test-project,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,KEN3pei/oauth-hands-on,6,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,KGjertsson/macro-hub,44,41,41,93.181818,93.181818,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,Karthik1226/onedata_patient,7,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Kazuuma-19/nippogen,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Kirill06344/TinkoffWebApplication,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,KirillSakira/link-tracker,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,KittyBot-Org/KittyBot,19,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Knicksaas/gourmet-gate,13,2,2,15.384615,15.384615,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,KyleGuanDP/Assignment4,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,LARCH1K/LinkTracker-Bot,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,LalisaST/java_course_2,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,LeHa2505/OnThiService,14,7,5,35.714286,50.000000,1.400000
Rounding Errors [generated schema],Rounding Errors,generated schema,LiangChenDLJ/VIPManager,3,2,2,66.666667,66.666667,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,LianjiaTech/bella-assistants,11,4,2,18.181818,36.363636,2.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,LianjiaTech/bella-knowledge,15,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,LianjiaTech/bella-openapi,17,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,LianjiaTech/bella-workflow,19,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Link-Profit-System/java_mvvm,7,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,LintaoAmons/java-jooq-runable-code,4,3,2,50.000000,75.000000,1.500000
Rounding Errors [generated schema],Rounding Errors,generated schema,LogDS/SimulatorOrchestrator,46,98,37,80.434783,213.043478,2.648649
Rounding Errors [generated schema],Rounding Errors,generated schema,LucidMinded/java-course-2023-backend,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,M1nsong-Kim/practice-jooq,7,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,MAK-Cpp/backend-java-s2,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,MIZINCHIK/java-course-2023-backend,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Macbeth-Klm/Tinkoff-java-course-2024,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Maczi01/sockets,2,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,MahjongRepository/YagiMotel,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Malest-GmbH-Co-KG/Prog_3_Projektarbeit,4,3,2,50.000000,75.000000,1.500000
Rounding Errors [generated schema],Rounding Errors,generated schema,MarinaBiryukova/tinkoff-java,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,MaroderKo/parts_shop,3,1,1,33.333333,33.333333,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,Mateuzz/music-website-spring,9,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,MaxZhukoff/tinkoff-bot,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Missssha/Tinkofff-Back,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Molzonas/EkEep,7,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,MyP99999/NewsAggregatorBackend,4,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Mykindos/BetterPvP,78,7,5,6.410256,8.974359,1.400000
Rounding Errors [generated schema],Rounding Errors,generated schema,NaspoDev/url-shortener,1,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,NastyaLush/java-course-2024-backend,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Ne1loff/OnboardingPlatform,6,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Neonik-dev/Update-Tracker-Bot,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,NevinTure/java-course-2024,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Nick-552/link-tracker,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,NurtilekMamashakirov/Bot-Link-Tracker,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Nyrheim/PenAndPaper,7,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,OAGi/Score,216,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Online-Tutoring-Application-Team-11/backend-rest-API-service,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Origin-Masters/Cantine-Planner,3,1,1,33.333333,33.333333,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,Ovoshchko/BackendTinkoffJavaSpring,9,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,PKNU-CERT-IS/BE,24,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Pa11ady/java-link-tracker,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Pacan4ik/tinkoff-course-spring2023,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,ParadiseSS13/TaskDaemon,261,4,4,1.532567,1.532567,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,PathmindAI/pathmind-webapp,17,1,1,5.882353,5.882353,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,PonomarevAlexxander/telegram-notifier,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Programming-Org/Programming,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Prohkit/java-backend-course-2-link-tracker,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,ProstaOlga/prostaBot,5,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Puru80/food-ordering-system,6,1,1,16.666667,16.666667,1.000000
Rounding Errors [generated schema],Rounding Errors,generated schema,QuantuM1o1/Tinkoff2024Homeworks,6,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Raha089/oops,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Reazzzz/oosp-zadanya,3,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,Rohan-flutterint/texera,10,0,0,0.000000,0.000000,
Rounding Errors [generated schema],Rounding Errors,generated schema,RomanZozuliauniversity/Javacourework,4,2,2,50.000000,50.000000,1.000000
